,Sentences,Words,Complex_word_count,Syllable_count,ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,PROPN,PUNCT,SCONJ,SYM,VERB,X
943,24,202,11,283,11,10,12,13,7,27,0,48,5,4,21,10,39,3,0,31,0
944,9,158,22,247,12,14,13,7,7,18,0,38,0,5,19,0,21,2,0,23,0
945,13,199,22,303,22,21,5,7,13,13,0,59,0,7,17,1,25,3,0,31,0
946,12,179,14,246,17,27,6,10,3,34,0,53,4,5,5,1,19,4,0,10,0
947,21,173,12,229,8,15,6,7,10,15,0,25,1,14,29,7,30,0,0,36,0
948,9,200,27,310,18,23,8,9,7,18,0,47,0,5,29,2,21,7,0,27,0
949,8,171,38,316,19,15,2,11,5,14,0,31,11,10,6,21,32,2,0,24,0
950,13,177,34,294,15,18,9,8,6,20,0,44,1,3,19,7,37,3,0,24,0
951,12,146,20,230,11,10,4,14,5,18,0,29,2,8,7,6,20,4,0,28,0
952,14,179,36,303,21,20,4,5,5,19,0,35,2,6,7,25,17,4,0,26,0
953,14,167,37,307,40,26,8,9,7,15,0,32,0,0,4,10,27,1,0,15,0
954,12,193,32,316,10,24,3,13,8,19,0,31,2,8,8,34,26,6,0,27,0
955,12,189,18,281,16,25,8,11,5,16,0,46,1,6,15,11,35,7,0,22,0
956,10,168,31,301,11,20,3,4,1,18,0,39,7,3,7,23,24,5,0,27,0
957,14,201,37,334,14,29,6,15,7,30,0,49,3,5,3,6,25,5,0,29,0
958,14,198,28,325,12,27,12,4,4,32,0,45,16,3,5,23,32,1,0,14,0
959,12,195,13,286,20,24,7,10,2,35,0,42,0,3,8,11,32,7,0,26,0
960,18,178,9,248,7,18,14,19,9,16,0,41,0,4,17,2,40,2,0,29,0
961,9,190,36,314,22,16,5,11,6,19,0,34,1,5,30,7,25,6,0,28,0
962,25,188,17,269,9,18,17,17,3,18,0,40,0,6,24,1,36,4,0,31,0
963,15,156,8,208,13,15,2,9,7,10,0,36,1,6,24,7,21,3,0,23,0
964,20,194,13,250,6,16,4,6,10,35,0,48,2,3,26,3,41,3,0,32,0
965,14,184,40,315,23,22,8,13,8,19,0,49,0,6,6,0,27,6,0,24,0
966,8,159,15,242,13,12,3,11,5,20,0,39,0,4,13,6,19,11,0,22,0
967,7,154,22,240,10,22,5,7,6,29,0,38,2,4,7,5,20,2,1,16,0
968,28,172,19,253,16,19,10,11,9,18,0,33,0,2,14,12,31,2,0,26,0
969,17,173,27,275,10,13,9,9,8,20,0,44,0,7,18,0,37,7,0,28,0
970,11,169,29,283,17,20,11,17,5,20,0,43,0,5,5,4,26,3,0,19,0
971,9,193,27,302,15,21,10,7,9,12,0,45,3,8,18,9,20,9,1,26,0
972,14,198,24,296,14,26,8,7,3,32,1,44,4,2,16,6,40,6,0,29,0
973,9,180,31,284,16,21,4,9,8,27,0,47,0,6,14,3,29,4,0,21,0
974,20,161,17,224,2,19,8,7,3,27,0,28,7,3,14,12,40,1,0,30,0
975,15,183,15,249,11,15,9,8,2,20,0,39,0,7,32,8,33,1,0,31,0
976,9,199,42,343,21,24,6,7,8,18,0,72,3,4,13,0,33,2,0,21,0
977,21,168,7,235,13,18,11,10,1,30,1,38,0,1,14,1,37,4,0,26,0
978,9,177,43,326,14,18,12,7,8,15,0,44,4,9,8,1,19,8,0,29,0
979,16,148,9,202,8,14,11,10,7,14,1,24,2,5,22,1,32,3,0,26,0
980,14,158,6,210,6,11,8,18,2,7,0,20,2,6,25,18,17,9,0,26,0
981,14,166,15,234,14,15,6,8,5,22,0,36,1,5,25,6,28,1,0,22,0
982,25,181,10,239,5,22,8,9,1,25,0,40,1,4,30,0,38,3,0,33,0
983,23,200,23,301,12,16,4,12,6,20,0,43,2,11,19,15,49,4,0,36,0
984,24,206,12,296,6,16,10,16,3,11,0,31,2,12,26,28,37,7,0,38,0
985,17,177,7,220,7,7,12,11,7,18,1,30,1,1,25,15,55,7,0,35,0
986,24,201,5,274,17,20,9,13,1,26,2,33,0,7,29,9,38,5,0,30,0
987,10,166,23,264,20,16,7,7,8,20,0,48,1,3,7,0,23,6,0,23,0
988,19,193,15,268,6,21,8,14,6,25,1,31,1,7,24,8,35,7,0,34,0
989,15,172,13,242,15,19,8,10,5,21,0,41,0,4,18,0,20,3,0,28,0
990,28,152,3,172,3,5,0,17,1,6,2,19,0,7,45,6,28,5,0,36,0
991,29,197,7,263,4,16,13,13,11,12,1,30,2,4,25,26,65,1,0,39,0
992,10,181,31,313,24,22,12,5,6,16,0,47,4,3,8,9,33,6,0,19,0
993,24,185,6,251,7,9,13,8,11,19,1,43,1,8,26,1,39,2,0,36,0
994,25,159,5,198,16,9,9,16,4,16,0,27,0,11,18,4,43,1,0,28,0
995,9,163,13,231,11,14,2,11,8,22,0,44,1,4,11,12,15,3,0,20,0
996,13,167,13,236,7,25,5,2,4,24,0,42,0,3,19,5,22,5,0,26,0
997,11,169,8,236,11,13,10,6,9,18,0,31,3,5,15,16,38,4,0,28,0
998,12,201,32,325,14,15,11,14,10,17,2,51,1,5,22,0,29,8,0,31,0
999,7,153,18,243,17,21,4,8,6,15,0,44,3,1,6,5,20,5,0,18,0
1000,24,197,6,258,10,21,3,13,5,21,0,38,0,9,24,13,30,3,0,37,0
1001,21,191,6,259,22,18,6,10,8,22,0,43,1,3,30,0,30,4,0,24,0
1002,39,195,10,251,4,12,9,13,5,10,1,28,0,11,32,29,43,1,0,40,0
1003,15,199,9,254,10,13,26,18,14,10,0,20,2,4,26,13,19,8,0,35,0
1004,38,192,5,236,16,15,5,13,3,9,0,31,28,0,26,19,77,0,0,27,0
1005,17,155,5,198,14,8,9,12,5,20,0,24,0,3,27,0,20,3,0,30,0
1006,15,155,12,222,9,20,5,6,6,23,0,32,2,3,11,10,22,4,0,24,0
1007,22,149,2,187,5,8,11,9,3,8,1,23,1,11,25,4,39,2,0,38,0
1008,11,180,38,324,23,18,3,12,5,19,0,42,4,6,16,0,20,4,2,26,0
1009,14,186,15,275,8,18,7,10,2,30,0,51,4,7,6,2,18,6,0,31,4
1010,24,191,17,277,16,8,16,20,6,6,0,24,2,3,42,11,52,5,0,32,0
1011,23,191,10,247,9,16,16,15,6,10,0,29,1,7,33,6,56,4,0,39,0
1012,27,189,10,249,10,15,6,11,4,14,0,37,0,11,22,20,43,4,0,35,0
1013,31,198,12,291,9,19,11,13,8,16,2,28,0,3,25,23,63,1,0,40,0
1014,21,163,6,205,6,16,14,10,2,20,0,41,6,4,11,5,47,0,0,28,0
1015,17,170,10,229,3,17,11,9,9,28,3,33,3,8,12,3,40,1,0,30,0
1016,20,169,13,241,12,16,10,10,2,19,0,30,1,8,18,9,24,3,0,31,0
1017,20,205,12,277,8,24,12,12,8,20,0,36,1,10,23,12,41,4,0,35,0
1018,10,201,24,297,12,19,11,13,8,23,0,43,3,5,20,6,30,8,1,29,0
1019,8,199,42,352,15,24,11,7,9,17,0,72,0,4,5,0,25,5,0,30,0
1020,10,187,38,334,17,24,11,10,12,18,0,46,2,6,9,5,19,3,0,24,0
1021,10,182,20,274,18,16,8,6,14,16,0,65,10,3,8,5,42,0,0,13,0
1022,19,184,15,270,20,20,7,20,8,20,0,49,1,2,12,10,28,1,0,14,0
1023,6,156,26,264,14,25,12,9,1,14,0,45,0,3,7,3,20,4,0,19,0
1024,8,190,17,295,17,18,17,15,6,15,0,36,15,4,13,2,23,8,2,22,0
1025,17,152,3,190,10,11,6,12,4,22,1,37,0,6,11,5,28,3,0,24,0
1026,17,140,3,184,6,9,8,10,1,12,0,27,1,6,21,10,22,5,0,24,0
1027,17,196,18,270,8,19,4,12,3,25,1,31,2,10,22,21,32,6,0,32,0
1028,16,193,9,266,14,26,13,6,9,21,0,41,0,8,19,8,25,2,0,26,0
1029,15,201,2,270,17,17,15,10,11,20,2,33,1,5,25,13,46,0,0,32,0
1030,16,194,13,278,8,9,11,7,15,25,1,47,0,3,21,10,53,1,0,36,0
1031,12,167,12,239,7,17,6,11,9,16,0,37,0,7,22,7,17,4,0,24,0
1032,17,194,9,258,20,19,18,12,7,28,0,38,3,4,15,0,44,3,0,27,0
1033,11,183,32,302,15,17,13,17,11,10,0,44,1,7,16,0,24,6,0,26,0
1034,10,180,21,274,16,22,10,10,4,22,0,46,5,5,12,2,17,4,0,22,0
1035,15,198,15,274,12,18,14,13,7,15,0,39,6,7,25,10,25,6,0,26,0
1036,12,197,15,277,12,19,15,7,7,27,0,44,2,5,25,6,28,3,0,25,0
1037,16,181,21,255,12,16,3,9,2,21,0,32,1,5,32,9,40,4,0,35,0
1038,31,202,6,259,12,22,18,17,3,16,2,23,0,5,30,18,55,2,0,34,0
1039,18,144,4,197,13,13,19,6,7,12,0,18,0,1,21,3,28,4,0,27,0
1040,30,180,9,232,7,14,5,6,6,22,0,38,0,4,25,19,44,1,0,33,0
1041,9,188,39,327,18,18,9,7,3,18,0,45,2,4,15,1,22,11,0,37,0
1042,15,173,12,231,11,14,10,10,9,10,0,32,3,8,31,1,24,4,0,30,0
1043,21,206,23,291,8,14,7,10,9,16,0,42,0,10,35,11,36,7,0,37,0
1044,8,175,41,319,18,20,10,10,10,14,0,42,3,5,16,0,20,7,0,20,0
1045,20,174,12,250,2,17,3,12,14,10,4,21,0,6,33,16,53,1,0,35,0
1046,16,178,20,263,9,12,11,8,8,15,0,36,1,7,26,7,19,4,0,34,0
1047,21,157,8,225,5,15,9,11,8,4,0,20,1,8,17,25,37,4,0,30,0
1048,21,201,8,260,12,10,11,19,11,12,2,32,1,9,20,20,45,7,0,35,0
1049,18,196,19,272,15,22,8,11,6,14,0,36,1,10,25,13,23,5,0,30,0
1050,22,198,11,270,9,22,11,11,6,25,1,35,3,6,25,8,39,3,0,33,0
1051,15,201,16,282,10,24,14,11,8,22,0,44,0,6,17,11,22,6,0,28,0
1052,11,194,10,254,13,13,13,18,5,19,1,25,3,9,39,0,24,8,0,28,0
1053,17,178,14,254,10,11,10,11,4,7,1,31,2,12,36,10,35,4,0,29,0
1054,18,157,6,213,14,17,7,11,3,12,0,22,3,6,20,13,31,3,0,26,0
1055,12,164,31,268,17,9,2,11,2,20,0,35,0,7,25,4,41,2,0,30,0
1056,16,195,10,268,9,18,6,8,7,28,0,38,3,11,22,0,17,6,0,39,0
1057,21,195,5,240,11,14,15,17,6,25,5,32,5,4,21,7,70,4,0,29,0
1058,22,198,9,267,15,17,7,8,13,18,2,30,2,5,28,10,41,3,0,40,0
1059,15,197,12,263,11,17,11,8,9,21,0,35,4,6,36,0,38,5,0,34,0
1060,14,153,15,215,9,11,17,8,6,21,0,31,2,3,13,0,23,5,0,27,0
1061,7,174,22,271,12,18,3,15,8,20,0,45,1,7,20,0,29,3,3,19,0
1062,22,196,15,258,1,16,13,11,12,23,1,31,0,2,32,8,58,1,0,45,0
1063,18,190,17,268,5,20,12,8,5,16,0,30,1,8,29,13,22,10,0,33,0
1064,24,202,7,257,13,14,18,17,8,22,0,26,1,10,32,7,50,2,0,32,0
1065,20,199,30,294,17,15,9,12,6,19,1,34,0,12,24,17,40,1,0,32,0
1066,21,199,16,299,13,16,6,15,8,14,1,38,2,4,37,9,47,7,0,29,0
1067,19,196,13,276,9,21,15,11,3,21,2,42,0,5,27,4,53,3,0,33,0
1068,14,201,6,245,13,23,7,14,6,29,0,38,1,5,29,7,29,3,0,26,0
1069,22,163,18,262,10,2,8,14,9,11,0,33,3,7,16,14,28,4,0,32,0
1070,18,153,8,198,5,8,8,6,11,22,1,28,0,5,20,0,30,3,0,36,0
1071,20,194,9,255,11,14,7,15,9,11,1,32,2,10,26,12,51,1,0,43,0
1072,24,179,7,233,3,10,9,8,2,28,3,41,1,4,33,1,60,2,0,34,0
1073,13,191,23,287,17,16,3,14,9,17,0,55,1,5,16,2,29,8,0,28,0
1074,9,179,27,269,19,20,11,12,2,26,0,43,2,4,14,0,21,6,0,20,0
1075,19,190,3,219,4,15,9,15,3,22,0,32,1,5,31,14,43,3,0,36,0
1076,11,168,19,248,20,10,3,11,3,19,0,46,1,10,10,0,21,8,0,27,0
1077,9,152,35,290,16,14,3,11,8,20,0,51,0,3,4,5,18,1,0,16,0
1078,9,157,27,278,16,27,6,6,4,24,0,44,3,3,6,0,23,0,0,18,0
1079,9,159,41,301,10,18,4,12,5,14,0,52,4,5,3,11,28,3,0,18,0
1080,6,151,15,228,18,20,10,7,5,11,0,42,0,3,10,0,15,4,0,21,0
1081,6,162,39,311,21,23,5,8,5,13,0,41,0,7,11,0,18,3,0,25,0
1082,12,182,8,238,9,20,10,6,6,25,0,36,1,6,21,3,22,4,0,35,0
1083,13,188,21,278,12,20,13,19,7,15,0,28,1,8,32,3,31,7,0,23,0
1084,31,167,4,208,10,8,12,22,3,13,2,31,0,9,17,12,37,1,0,27,0
1085,6,166,36,288,16,19,9,15,6,17,0,26,2,3,18,2,22,7,0,26,0
1086,31,201,5,244,22,14,12,13,4,14,2,40,1,5,31,8,41,3,0,32,0
1087,10,190,17,266,17,27,3,14,4,26,0,47,16,2,9,0,24,7,0,17,1
1088,25,151,1,191,10,8,11,12,3,12,4,20,0,8,20,17,52,1,0,25,0
1089,10,195,26,309,12,21,14,14,6,23,0,32,4,11,17,9,22,6,0,26,0
1090,10,151,28,269,9,18,5,11,6,20,0,51,3,1,7,1,20,4,0,15,0
1091,9,196,27,294,11,23,10,5,7,27,0,30,1,9,17,25,25,6,0,25,0
1092,17,182,10,243,16,15,6,17,4,20,0,57,6,3,14,0,21,4,0,20,0
1093,14,160,4,215,14,17,14,18,8,12,3,21,0,4,15,12,43,0,0,22,0
1094,5,166,35,291,10,26,12,7,10,19,0,44,7,1,0,14,26,2,0,14,0
1095,17,202,35,323,11,16,17,21,10,14,0,43,1,8,15,0,33,7,0,39,0
1096,12,171,16,231,7,18,18,14,10,11,1,18,8,4,29,7,23,3,1,22,0
1097,14,198,25,305,18,23,8,12,9,22,2,39,2,7,25,4,30,4,0,23,0
1098,13,191,59,387,16,28,4,1,5,24,0,45,5,5,4,25,32,2,0,27,0
1099,14,153,20,219,3,18,5,6,7,12,0,36,2,6,26,13,29,0,0,19,0
1100,6,198,17,294,29,26,16,8,12,30,0,48,4,1,8,2,18,2,0,12,0
1101,9,169,12,230,8,22,7,9,7,18,0,26,1,4,28,2,31,10,0,27,0
1102,8,192,22,287,21,27,6,9,7,21,0,45,6,7,11,5,21,6,0,21,0
1103,5,170,21,243,19,20,8,16,8,16,1,27,0,4,25,2,19,5,0,19,0
1104,9,176,8,236,4,20,15,14,6,11,0,31,6,10,19,14,19,6,0,20,0
1105,7,180,38,306,17,19,15,14,6,24,0,26,0,9,21,2,16,4,0,23,0
1106,8,168,5,217,8,25,4,7,7,17,0,27,1,2,32,9,22,7,0,22,0
1107,8,185,38,316,24,28,12,8,9,12,0,46,0,2,15,4,30,3,0,22,0
1108,6,179,19,262,16,23,12,7,7,24,0,38,7,6,11,2,16,6,0,20,0
1109,7,159,25,253,9,18,12,10,3,18,0,28,1,8,23,2,21,4,0,23,0
1110,13,187,18,274,16,25,14,9,7,24,0,31,2,4,12,12,28,4,0,27,0
1111,14,196,19,286,20,29,12,16,7,23,0,32,0,4,25,4,29,3,0,21,0
1112,11,184,14,264,14,27,1,5,9,21,0,42,3,4,22,7,32,1,0,28,0
1113,9,192,28,308,15,39,14,7,4,21,0,38,17,3,11,7,23,3,0,13,0
1114,5,194,39,334,30,28,5,11,10,28,0,37,2,7,10,5,11,4,0,17,0
1115,7,172,46,338,24,22,6,12,9,16,0,41,1,7,7,6,16,4,0,17,0
1116,7,177,18,267,19,22,9,12,11,21,0,32,1,2,16,9,19,3,0,20,0
1117,8,194,33,327,28,23,3,14,11,17,1,49,2,4,15,2,29,9,0,16,0
1118,9,167,15,251,10,19,10,6,5,23,0,40,1,7,9,5,26,4,0,28,0
1119,19,188,19,264,17,20,9,21,6,18,0,30,3,3,29,7,44,3,0,22,0
1120,12,182,9,247,26,18,3,8,10,27,0,37,0,4,12,11,30,2,0,24,0
1121,9,162,17,256,27,25,5,4,6,19,0,37,5,1,11,3,27,2,0,17,0
1122,10,197,24,303,11,18,12,10,6,24,0,34,0,9,26,11,34,5,0,31,0
1123,8,149,1,180,6,21,2,5,6,24,0,35,5,2,17,7,18,5,0,14,0
1124,6,191,21,275,10,24,8,11,8,20,0,40,4,6,21,2,19,10,0,27,0
1125,7,166,32,278,15,21,4,15,6,23,0,36,0,5,11,10,10,5,0,15,0
1126,7,190,34,317,17,31,10,8,9,19,0,50,0,5,13,1,21,6,0,21,0
1127,13,196,3,252,13,15,11,15,11,20,5,38,1,1,24,6,55,3,0,33,0
1128,7,199,32,318,20,27,17,11,11,22,0,33,1,4,12,16,25,7,0,18,0
1129,15,178,14,257,14,19,10,7,4,16,0,24,3,6,26,19,32,5,0,25,0
1130,10,191,35,322,18,19,7,12,10,12,0,35,2,5,28,14,27,5,0,24,0
1131,9,165,15,241,13,25,9,9,12,21,0,40,0,1,14,1,23,5,0,15,0
1132,11,183,21,282,20,23,10,12,3,28,0,45,7,1,17,5,38,2,0,10,0
1133,13,192,9,256,9,26,17,9,11,27,0,37,2,2,16,5,22,4,0,27,0
1134,10,202,29,329,24,30,10,9,4,29,0,52,2,2,15,1,17,4,0,20,0
1135,6,167,25,276,11,24,6,2,8,22,0,35,0,5,15,14,27,0,0,25,0
1136,7,194,11,271,11,28,20,2,7,32,0,48,4,1,15,0,23,4,0,22,0
1137,15,177,15,247,18,17,20,7,4,18,0,30,2,10,17,10,50,4,0,20,0
1138,7,166,14,244,21,27,7,8,7,19,0,36,3,1,21,0,16,0,0,16,0
1139,5,145,11,212,18,18,8,5,11,12,0,36,1,2,17,0,21,3,0,14,0
1140,5,197,14,292,13,27,6,9,7,25,0,40,3,3,15,15,29,6,0,28,0
1141,8,168,10,233,18,17,11,13,10,22,0,23,1,5,14,10,27,2,0,22,0
1142,9,201,20,298,18,26,12,9,5,19,0,34,2,3,24,12,33,7,0,30,0
1143,7,192,18,278,9,28,9,12,13,24,0,50,22,2,7,7,22,2,0,7,0
1144,12,180,9,235,8,23,7,14,8,21,0,42,1,4,22,0,46,4,0,26,0
1145,17,202,20,293,10,16,15,24,3,20,1,35,1,4,39,0,31,9,0,25,0
1146,15,157,9,211,10,24,6,1,2,23,0,37,1,3,18,9,31,1,0,22,0
1147,9,165,21,232,6,24,6,10,7,15,0,35,0,6,28,4,25,4,0,20,0
1148,9,197,10,262,18,23,13,9,13,16,1,35,2,4,27,5,45,3,0,28,0
1149,9,198,9,258,23,24,9,14,12,27,0,34,1,3,23,0,22,6,0,22,0
1150,10,153,10,200,10,21,7,12,0,16,0,26,0,6,25,3,16,6,0,21,0
1151,10,202,8,263,17,19,12,17,9,16,1,27,2,10,30,6,36,8,0,28,0
1152,10,200,14,286,4,19,21,13,7,27,0,24,1,4,18,18,35,10,0,34,0
1153,10,186,18,260,12,16,17,8,12,12,0,32,1,8,26,5,29,3,0,34,0
1154,15,205,15,273,16,25,7,11,7,17,0,38,2,8,40,4,39,2,0,28,0
1155,6,179,15,262,18,14,9,11,12,15,2,27,3,5,24,0,31,4,0,35,0
1156,9,177,7,227,12,16,14,9,13,24,0,33,0,3,15,0,35,7,0,31,0
1157,5,159,15,231,17,18,12,6,10,17,0,31,0,1,18,9,27,3,0,17,0
1158,6,155,31,263,15,22,5,9,13,13,0,40,0,6,12,1,30,5,0,14,0
1159,9,177,17,263,12,28,5,6,11,16,0,42,8,3,8,22,26,1,0,15,0
1160,5,187,40,318,21,28,8,15,3,16,0,36,4,7,22,0,12,8,0,19,0
1161,6,148,28,238,15,21,5,4,11,18,0,37,0,1,0,22,25,3,0,11,0
1162,6,163,8,216,12,20,6,6,14,28,0,30,1,0,23,3,24,2,0,18,0
1163,8,159,37,273,14,20,12,10,5,20,0,29,0,5,22,1,25,3,0,18,0
1164,11,174,9,239,13,23,9,6,3,24,0,41,8,3,19,5,27,2,0,18,0
1165,15,175,12,233,10,26,16,9,5,23,0,35,4,5,18,3,26,1,2,18,0
1166,9,202,29,328,21,29,7,10,8,26,1,59,0,3,8,5,26,4,0,21,0
1167,3,187,46,345,15,33,8,5,10,29,0,40,1,0,11,18,22,4,0,13,0
1168,10,199,28,304,19,29,10,17,10,28,0,37,2,4,15,6,21,6,0,16,0
1169,11,179,10,255,15,17,14,14,14,23,1,48,0,1,11,1,29,1,0,19,0
1170,13,192,19,294,18,34,9,11,7,24,0,54,0,0,8,2,21,3,0,22,0
1171,6,172,8,219,6,26,7,10,8,21,0,39,4,6,16,0,21,5,0,24,0
1172,12,202,13,274,12,18,15,11,12,12,0,23,1,4,43,7,43,9,0,35,0
1173,8,206,24,310,17,22,14,14,11,17,1,35,3,5,26,10,43,2,0,29,0
1174,8,189,29,308,14,22,8,9,4,24,0,41,1,8,17,15,29,6,0,20,0
1175,6,184,10,248,12,22,14,2,11,22,0,48,0,7,16,3,27,5,0,22,0
1176,15,196,10,269,12,21,13,15,7,19,1,30,1,9,31,4,42,3,0,30,0
1177,13,193,7,260,22,22,10,13,7,23,0,35,1,5,24,3,31,4,0,24,0
1178,5,154,23,240,2,29,6,7,3,24,0,38,2,6,5,13,20,2,0,17,0
1179,14,187,9,231,18,16,20,18,10,19,0,25,0,9,25,1,24,4,0,22,0
1180,6,170,9,227,14,20,13,10,8,10,1,32,0,6,28,0,22,4,0,24,0
1181,6,156,25,249,12,26,11,7,6,20,0,33,1,4,14,3,15,1,0,18,0
1182,5,149,19,232,13,22,12,2,2,29,0,35,1,2,5,6,25,2,0,18,0
1183,9,189,19,283,19,21,17,15,7,18,0,28,2,5,24,4,31,8,0,20,1
1184,8,194,19,296,15,28,8,7,9,25,0,41,5,3,19,13,35,1,0,20,0
1185,7,173,21,255,16,22,19,12,14,11,0,30,0,2,23,0,21,8,0,16,0
1186,7,157,20,235,17,23,8,5,5,13,0,30,1,2,23,4,19,5,0,21,0
1187,8,155,14,242,14,23,12,12,7,17,0,40,0,1,5,6,20,2,0,16,0
1188,9,193,16,269,20,28,3,6,13,31,0,41,0,3,15,9,22,2,0,22,0
1189,6,173,21,250,15,21,6,12,6,27,0,35,3,3,16,7,24,6,0,16,0
1190,6,173,31,283,9,32,7,7,10,13,0,43,0,1,18,7,22,3,0,23,0
1191,8,192,17,281,11,23,9,13,8,25,0,36,2,5,22,6,23,6,0,26,0
1192,12,201,22,290,17,24,7,11,9,14,1,38,1,4,23,15,37,5,0,32,0
1193,6,157,25,258,15,19,9,12,4,21,0,29,0,7,13,7,17,4,0,17,0
1194,13,186,23,279,11,33,7,4,7,27,0,37,5,1,17,20,27,0,0,17,0
1195,10,190,23,295,15,27,6,15,5,23,0,41,12,5,5,9,22,2,4,21,0
1196,7,177,18,246,4,29,6,14,5,22,0,53,17,1,3,0,20,5,4,14,0
1197,8,191,47,359,20,23,4,10,5,27,0,42,9,3,7,17,21,5,0,19,0
1198,4,179,30,296,9,24,3,11,4,29,0,23,9,3,6,30,14,9,0,19,0
1199,9,191,30,321,13,25,11,12,11,30,0,33,2,3,0,24,25,5,0,22,0
1200,7,171,39,318,14,30,3,7,3,29,0,49,7,0,3,8,29,2,0,16,0
1201,8,162,29,273,20,18,13,15,9,20,0,22,0,1,15,8,17,3,0,18,0
1202,6,187,29,301,14,26,1,10,8,24,0,30,2,6,16,34,19,1,0,15,0
1203,6,146,21,232,13,16,10,12,9,22,0,27,0,4,13,3,16,2,0,15,0
1204,6,204,47,365,13,30,12,11,10,21,0,49,0,12,16,0,23,4,0,26,0
1205,10,182,23,290,16,17,13,14,8,17,0,27,0,3,29,8,27,6,0,24,0
1206,11,180,36,312,17,30,6,9,6,23,0,47,4,2,18,3,28,0,0,15,0
1207,7,197,40,351,11,33,2,11,5,38,0,41,9,4,2,13,29,4,0,24,0
1208,8,189,18,269,26,22,14,14,8,25,0,32,2,3,11,7,20,5,0,20,0
1209,7,175,32,290,14,21,6,11,6,23,0,37,2,10,15,2,22,5,0,23,0
1210,7,147,8,207,6,20,9,8,5,19,0,30,0,3,21,7,29,2,0,17,0
1211,12,178,6,240,13,21,7,4,16,21,0,26,3,4,15,11,35,3,0,34,0
1212,9,169,15,239,10,22,6,11,3,25,1,37,4,5,15,3,23,8,0,19,0
1213,11,188,13,259,14,30,5,6,8,25,1,39,1,4,21,3,25,4,0,27,0
1214,6,187,17,272,18,22,6,6,13,30,0,48,3,1,14,2,25,6,0,18,0
1215,6,174,13,245,14,18,7,11,7,26,1,39,4,7,15,1,23,2,0,22,0
1216,8,188,26,281,19,13,16,10,17,11,0,30,7,5,23,6,25,10,0,21,0
1217,9,182,29,308,9,21,10,13,4,19,0,38,0,6,22,6,16,7,0,27,0
1218,9,178,30,291,17,23,4,8,7,23,0,25,1,3,10,39,16,3,0,15,0
1219,6,170,23,268,16,23,7,10,8,18,0,32,0,3,12,17,32,4,0,20,0
1220,6,184,10,257,9,23,9,10,5,18,0,39,1,6,26,4,37,6,0,28,0
1221,6,169,15,233,14,26,5,14,9,21,0,31,1,3,17,7,23,6,0,15,0
1222,7,151,19,220,8,18,7,17,2,18,0,22,3,6,19,7,19,7,0,17,0
1223,10,179,24,271,15,19,13,13,4,22,0,36,2,7,18,0,22,5,0,25,0
1224,3,167,15,238,12,24,13,11,7,21,0,34,0,3,15,3,24,7,0,17,0
1225,7,200,10,267,11,21,10,10,12,30,0,39,4,8,17,0,22,4,0,34,0
1226,6,177,12,231,11,16,12,16,7,20,0,28,2,9,23,5,24,5,0,23,0
1227,8,199,10,257,16,15,13,16,12,20,1,29,0,4,32,1,43,7,0,33,0
1228,3,173,4,217,3,20,10,8,15,23,0,25,1,6,19,4,28,5,0,34,0
1229,7,175,9,224,9,23,8,18,8,23,0,32,2,2,20,0,32,5,0,25,0
1230,8,165,9,226,13,13,11,6,12,21,0,30,1,3,20,0,37,7,0,28,0
1231,7,179,5,228,9,22,17,7,8,21,0,30,0,4,28,0,36,5,0,28,0
1232,6,198,4,262,14,24,15,14,9,31,0,34,3,3,22,0,30,6,0,23,0
1233,8,196,10,241,4,12,20,16,9,26,1,32,0,6,21,6,48,8,0,35,0
1234,8,195,1,226,6,24,23,11,11,16,2,22,0,0,36,0,51,10,0,34,0
1235,7,154,11,229,13,23,6,7,6,22,0,46,1,2,10,3,36,2,0,13,0
1236,10,159,10,223,14,20,10,13,7,21,0,29,2,5,15,4,18,3,0,16,0
1237,4,185,9,230,9,22,11,10,14,14,0,30,7,10,27,0,21,6,0,25,0
1238,4,178,27,266,8,21,9,9,13,8,0,24,4,5,33,2,26,12,0,30,0
1239,7,194,20,286,12,23,14,12,10,20,0,34,1,3,29,8,24,5,0,23,0
1240,6,144,9,193,17,10,9,13,6,11,0,22,1,4,18,4,22,6,0,23,0
1241,7,155,12,218,10,20,14,3,13,18,0,25,2,3,14,2,25,2,0,29,0
1242,11,188,20,281,16,34,9,4,7,28,0,54,1,1,10,1,34,2,0,21,0
1243,5,155,13,228,17,19,14,10,7,14,0,27,4,3,12,1,27,8,0,19,0
1244,15,183,3,230,13,19,9,10,6,28,0,40,0,5,21,3,28,5,0,24,0
1245,4,144,19,230,19,23,7,8,5,19,0,19,1,2,11,17,13,3,0,10,0
1246,8,164,17,243,14,23,7,15,5,21,0,39,1,4,10,6,21,4,0,15,0
1247,9,196,25,296,16,31,7,11,10,26,0,47,1,5,12,7,25,3,0,20,0
1248,7,177,25,279,11,19,14,12,10,19,0,35,2,4,17,7,26,7,0,20,0
1249,8,198,28,310,13,24,15,16,6,20,0,37,2,4,23,8,27,7,0,23,0
1250,5,191,32,301,20,27,8,10,11,26,0,32,3,5,18,5,19,5,0,21,0
1251,2,200,32,324,23,31,14,6,9,26,0,42,1,2,17,7,27,5,0,17,0
1252,6,160,13,228,12,20,5,4,12,22,0,45,2,2,17,6,23,1,0,12,0
