,Index,Sents,Words,C_W_C,S_C,ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,PROPN,PUNCT,SCONJ,SYM,VERB,MaxDepth,AVGDepth
2189,2189,5,178,9,225,15,13,9,7,22,21,0,28,3,2,20,2,35,7,0,29,83.0,42.6
2190,2190,8,197,15,259,17,14,12,14,11,17,0,29,1,8,34,4,37,8,0,28,50.0,29.25
2191,2191,8,173,12,250,13,18,13,3,9,16,0,25,3,5,27,7,28,5,0,29,38.0,25.12
2192,2192,9,158,20,234,15,22,4,12,7,20,0,32,3,2,17,10,22,4,1,9,30.0,20.0
2193,2193,7,145,11,195,10,15,7,8,7,10,0,25,0,6,24,8,19,4,0,21,34.0,23.43
2194,2194,7,157,8,212,9,16,8,10,9,14,0,31,1,6,24,6,17,4,0,19,52.0,24.86
2195,2195,9,192,16,253,9,17,12,6,5,25,0,45,8,7,19,0,23,6,7,26,34.0,23.89
2196,2196,10,181,27,294,15,18,10,5,6,14,0,40,2,5,28,5,22,5,0,28,42.0,20.3
2197,2197,17,185,21,282,11,26,4,16,3,26,0,37,1,6,12,12,25,5,0,26,21.0,12.35
2198,2198,13,171,16,251,22,15,16,5,7,21,0,35,4,4,8,5,28,3,0,26,28.0,15.31
2199,2199,11,179,16,271,15,24,12,10,6,19,0,54,2,1,10,0,23,5,0,21,25.0,16.92
2200,2200,8,184,10,274,11,22,5,10,12,21,1,31,2,5,24,2,33,4,0,34,46.0,27.12
2201,2201,7,155,14,225,9,17,12,14,9,10,0,23,4,4,28,0,19,5,0,20,43.0,24.86
2202,2202,6,153,4,195,6,17,11,6,13,15,1,27,0,6,23,0,23,3,0,25,58.0,29.33
2203,2203,7,198,17,285,20,31,7,10,17,23,0,38,1,3,19,6,22,1,0,22,52.0,31.43
2204,2204,8,172,11,237,4,14,13,8,10,15,1,26,6,2,26,9,26,7,0,31,39.0,24.75
2205,2205,6,159,15,239,11,24,11,5,9,26,0,31,15,2,5,8,29,3,0,9,55.0,31.33
2206,2206,8,189,24,269,18,14,22,15,14,18,1,20,0,4,34,0,39,5,0,24,58.0,22.8
2207,2207,9,165,17,237,9,22,7,7,9,16,1,33,7,4,22,3,22,1,0,24,32.0,20.78
2208,2208,9,160,5,206,6,18,12,5,13,18,0,26,2,5,19,7,23,2,0,27,37.0,20.33
2209,2209,5,178,16,262,13,21,13,11,7,19,0,30,4,3,19,12,34,4,0,22,49.0,26.5
2210,2210,13,163,13,230,16,14,10,15,2,13,2,27,3,4,22,10,35,5,0,20,29.0,14.14
2211,2211,6,164,12,229,11,26,8,5,1,22,0,38,2,6,11,10,27,5,0,19,40.0,27.29
2212,2212,17,173,7,239,10,14,15,20,2,9,1,16,0,6,37,12,44,4,0,27,27.0,12.76
2213,2213,9,162,12,227,7,15,11,11,7,11,1,25,2,2,37,5,32,3,0,25,38.0,17.73
2214,2214,12,195,13,269,15,21,14,8,3,21,0,32,0,9,19,18,29,8,0,27,37.0,18.67
2215,2215,10,179,10,239,13,14,7,13,3,20,0,31,2,6,20,15,23,10,0,25,30.0,20.2
2216,2216,13,154,7,211,9,16,7,11,7,11,0,28,5,4,21,7,21,5,0,23,23.0,13.46
2217,2217,11,153,11,209,8,13,8,10,7,15,0,23,0,3,21,14,20,5,0,26,37.0,15.73
2218,2218,13,200,12,266,9,17,17,13,4,19,1,31,4,9,27,7,29,7,0,35,33.0,17.62
2219,2219,14,178,12,232,12,19,11,8,5,13,0,24,1,10,29,13,24,6,0,27,38.0,14.43
2220,2220,11,152,6,213,9,14,12,7,10,7,0,17,1,5,26,13,20,6,0,25,29.0,15.64
2221,2221,10,161,10,226,11,14,15,11,9,12,0,32,3,6,17,13,18,5,0,13,25.0,16.36
2222,2222,6,152,15,219,12,11,10,9,7,16,0,22,4,4,15,10,25,8,0,24,55.0,29.5
2223,2223,9,154,5,203,17,14,11,14,4,8,0,24,4,6,15,11,17,8,0,18,50.0,19.0
2224,2224,7,158,18,232,12,26,7,9,4,22,2,29,3,0,15,13,33,0,0,16,45.0,23.88
2225,2225,7,144,25,234,17,20,5,13,8,19,0,39,2,2,5,0,12,4,0,10,35.0,22.29
2226,2226,9,193,6,247,9,22,4,14,9,28,0,33,5,1,29,4,28,6,0,29,67.0,24.56
2227,2227,8,175,30,271,14,24,13,6,10,28,0,40,1,0,14,2,25,2,0,21,40.0,25.0
2228,2228,6,162,19,268,12,25,4,6,8,29,0,37,1,2,12,9,17,2,0,15,57.0,29.83
2229,2229,6,193,12,270,14,32,13,11,8,29,0,37,2,2,14,7,18,4,0,20,48.0,35.17
2230,2230,8,189,12,270,14,32,6,3,6,34,0,47,2,1,17,1,16,3,0,23,36.0,25.62
2231,2231,6,149,16,223,11,23,5,9,8,18,0,40,2,3,7,6,34,1,0,16,48.0,30.5
2232,2232,5,187,29,295,13,31,7,9,5,38,0,46,0,4,7,4,21,2,0,21,69.0,41.6
2233,2233,12,200,28,320,18,33,8,15,8,35,0,41,3,2,5,12,26,2,0,18,46.0,18.83
2234,2234,4,156,26,243,11,23,9,12,6,20,0,27,0,4,11,7,23,8,0,17,70.0,44.75
2235,2235,9,203,43,355,23,35,16,11,4,33,0,44,3,3,5,8,19,2,1,15,48.0,24.67
2236,2236,5,148,13,228,12,20,5,9,9,15,0,43,1,0,9,7,26,5,0,13,49.0,34.8
2237,2237,6,167,9,232,18,20,10,7,14,19,0,51,1,0,15,3,38,1,0,8,55.0,34.17
2238,2238,6,177,29,289,18,27,9,7,12,25,0,37,2,3,7,11,16,0,0,19,58.0,32.17
2239,2239,6,178,43,327,22,25,10,10,8,28,0,36,2,3,4,7,19,4,0,19,45.0,32.83
2240,2240,7,175,10,243,12,26,11,12,9,23,0,34,0,8,16,3,20,3,0,18,74.0,27.86
2241,2241,7,142,14,204,7,16,6,11,8,13,1,27,1,4,18,6,17,4,0,20,34.0,22.71
2242,2242,6,155,13,223,9,17,5,2,14,20,0,42,1,5,9,8,20,5,0,18,47.0,29.17
2243,2243,7,189,19,265,15,18,15,19,11,19,0,29,0,6,22,4,19,6,0,25,42.0,29.71
2244,2244,21,175,8,229,7,20,11,13,2,21,0,30,1,3,23,14,29,7,0,23,21.0,9.71
2245,2245,7,171,26,257,14,18,6,8,13,20,0,33,0,4,29,2,18,2,0,22,38.0,27.0
2246,2246,7,195,24,294,13,26,13,8,6,22,0,37,5,5,21,6,34,6,0,27,56.0,32.71
2247,2247,8,175,18,251,12,25,6,13,5,15,0,31,0,8,24,4,19,8,0,24,45.0,24.25
2248,2248,7,182,27,295,22,21,7,10,11,33,0,38,3,0,8,11,13,5,0,13,44.0,27.86
2249,2249,11,179,9,252,9,26,3,6,7,28,0,53,1,5,4,6,19,6,0,25,29.0,18.0
2250,2250,6,188,25,310,18,23,11,11,11,23,0,27,4,6,11,14,22,5,0,24,72.0,35.0
2251,2251,8,181,28,293,24,25,5,14,12,22,0,40,9,0,8,6,23,1,0,15,44.0,25.5
2252,2252,7,163,32,286,19,31,10,8,7,20,0,28,4,2,4,18,21,1,0,11,52.0,26.29
2253,2253,9,177,24,277,12,24,7,12,8,29,0,42,6,3,11,5,16,1,3,14,36.0,21.44
2254,2254,10,204,24,309,12,28,8,13,5,26,1,34,8,8,14,15,42,5,0,27,45.0,24.6
2255,2255,7,170,14,247,7,25,8,12,10,17,0,31,1,6,22,10,26,2,0,19,81.0,28.0
2256,2256,13,196,10,257,9,22,14,12,13,19,0,33,1,7,27,7,22,8,0,24,33.0,16.77
2257,2257,4,163,9,219,5,25,6,9,12,18,0,30,2,4,22,13,24,3,0,14,112.0,46.75
2258,2258,16,196,9,247,5,14,11,12,13,16,0,27,0,17,31,5,34,12,0,33,33.0,14.38
2259,2259,7,177,12,244,6,21,7,12,4,14,0,33,4,7,30,8,33,5,0,26,45.0,30.0
2260,2260,9,170,7,228,9,22,3,11,7,19,3,25,0,4,29,7,33,5,0,26,48.0,22.56
2261,2261,8,157,23,248,23,12,4,11,7,19,0,30,2,3,17,15,37,1,0,13,38.0,24.25
2262,2262,8,180,23,274,14,23,14,13,12,14,0,29,1,3,28,0,12,6,0,23,43.0,24.0
2263,2263,9,198,13,280,21,21,9,8,12,28,0,48,4,2,15,2,31,4,0,24,48.0,25.44
2264,2264,4,160,8,227,11,28,8,8,9,22,0,32,1,7,11,2,20,5,0,16,61.0,45.0
2265,2265,6,163,8,216,19,16,9,9,6,15,2,26,0,6,21,7,27,5,0,22,43.0,27.14
2266,2266,7,183,6,249,16,25,14,7,8,19,0,31,2,1,18,13,31,5,0,24,48.0,30.57
2267,2267,8,167,19,259,12,17,8,9,7,11,0,27,0,5,28,17,35,3,0,23,44.0,22.44
2268,2268,10,190,18,277,20,24,13,11,12,23,0,38,3,1,9,15,19,4,0,17,36.0,20.9
2269,2269,10,193,11,275,9,25,6,12,19,20,0,74,1,1,5,0,38,0,0,21,33.0,23.1
2270,2270,5,167,12,225,10,17,10,12,13,16,0,32,0,6,15,7,25,6,0,23,48.0,38.4
2271,2271,8,205,33,327,13,28,6,10,12,29,0,44,0,5,24,4,29,7,0,23,49.0,29.25
2272,2272,7,163,19,235,11,28,5,7,8,27,0,34,3,4,10,10,18,1,0,15,38.0,25.86
2273,2273,5,172,22,270,12,28,9,10,8,27,0,33,2,5,4,14,20,3,0,17,55.0,32.0
2274,2274,9,196,13,271,18,24,14,16,8,25,0,43,4,3,19,0,21,4,0,18,47.0,24.11
2275,2275,7,195,36,330,22,50,6,10,3,24,0,54,4,2,6,3,12,0,0,11,57.0,29.57
2276,2276,7,186,15,262,18,32,6,9,3,24,0,37,3,2,14,11,20,5,0,22,50.0,29.43
2277,2277,7,172,33,276,18,25,8,14,7,15,0,40,2,2,20,8,16,3,0,10,33.0,26.86
2278,2278,8,178,36,307,17,25,8,8,9,22,0,40,0,5,16,7,23,2,0,19,54.0,25.12
2279,2279,9,166,25,266,21,16,8,11,8,12,0,27,1,3,20,10,16,7,0,22,43.0,20.22
2280,2280,5,153,24,256,24,27,8,9,3,17,0,30,0,2,9,6,16,1,0,17,47.0,33.8
2281,2281,7,171,21,261,15,27,9,8,3,17,0,29,3,2,12,24,13,4,0,18,60.0,26.29
2282,2282,8,181,11,253,11,23,4,10,13,24,0,48,6,6,6,2,23,5,0,23,42.0,25.5
2283,2283,8,168,30,281,15,23,8,10,6,24,0,37,2,1,10,14,26,0,0,18,36.0,24.25
2284,2284,9,174,40,328,15,21,22,5,9,23,0,40,2,2,5,5,14,4,0,21,27.0,20.89
2285,2285,7,174,31,297,22,31,6,13,1,27,0,40,3,1,11,4,13,3,0,12,73.0,26.71
2286,2286,8,162,35,292,8,27,5,9,9,27,0,27,4,1,0,21,16,5,0,19,38.0,22.25
2287,2287,8,183,28,298,20,32,9,13,7,24,0,50,0,2,14,0,18,3,0,9,47.0,25.12
2288,2288,8,190,30,315,18,22,12,13,10,18,0,55,1,0,18,4,18,1,0,18,44.0,26.0
2289,2289,6,180,23,266,17,26,8,11,8,19,0,44,13,4,8,0,22,7,1,14,44.0,33.67
2290,2290,7,162,33,278,29,22,3,9,10,19,0,29,1,3,4,18,20,1,0,14,43.0,26.0
2291,2291,6,141,32,258,17,18,5,10,6,18,0,22,0,2,8,11,15,5,0,19,38.0,26.0
2292,2292,6,196,23,305,15,27,19,6,20,15,0,46,1,4,16,11,29,1,0,15,55.0,37.5
2293,2293,11,171,5,215,12,13,13,12,6,20,4,22,0,4,28,0,45,6,0,31,49.0,19.64
2294,2294,8,151,11,222,18,23,7,5,6,15,1,29,1,2,19,8,21,2,0,15,34.0,21.5
2295,2295,8,200,10,278,15,27,5,6,28,15,0,48,3,1,17,5,47,4,0,26,78.0,30.88
2296,2296,14,195,12,266,18,27,5,20,6,17,0,38,4,4,24,5,24,5,0,22,30.0,14.6
2297,2297,7,186,5,256,11,36,6,11,6,25,0,45,1,2,12,5,20,5,0,21,59.0,29.43
2298,2298,5,148,12,219,21,11,12,10,8,12,0,31,0,6,13,4,24,5,0,15,45.0,34.4
2299,2299,8,162,22,251,11,13,11,13,9,10,0,22,0,2,31,6,24,7,0,27,71.0,23.25
2300,2300,6,170,27,276,21,19,14,12,10,4,0,23,1,7,30,5,22,5,0,19,99.0,32.0
2301,2301,9,141,13,211,9,11,9,14,8,13,1,26,0,4,18,7,31,3,0,18,30.0,19.11
2302,2302,14,201,8,266,12,19,13,17,9,20,1,38,1,3,33,3,28,4,0,28,41.0,16.36
2303,2303,6,180,18,256,8,20,13,21,11,19,0,37,0,6,23,7,16,2,0,13,52.0,32.67
2304,2304,11,190,20,273,14,20,8,7,10,27,2,37,1,5,19,12,49,2,0,26,36.0,19.92
2305,2305,8,204,13,269,7,22,10,11,9,20,3,39,2,3,34,10,40,7,1,26,55.0,30.5
2306,2306,10,168,7,220,19,13,18,11,9,20,0,26,0,3,21,0,35,6,0,22,48.0,20.3
2307,2307,5,159,14,222,12,16,10,9,10,11,1,21,0,5,27,7,42,4,0,26,107.0,40.2
2308,2308,4,162,9,225,10,18,13,6,10,14,1,30,4,4,16,12,27,3,0,21,57.0,47.25
2309,2309,7,180,20,269,8,28,11,6,9,16,0,40,2,7,22,6,29,5,0,20,61.0,29.86
2310,2310,6,140,12,193,9,22,3,10,7,11,0,19,2,7,23,0,18,5,0,22,46.0,26.33
2311,2311,9,196,12,273,11,23,9,14,11,18,0,31,3,4,29,3,28,9,0,31,49.0,24.89
2312,2312,9,154,16,223,13,20,5,9,15,19,0,35,1,3,11,11,20,0,0,12,32.0,19.33
2313,2313,8,164,15,247,16,25,6,5,12,16,0,38,2,2,18,4,20,2,0,18,46.0,23.0
2314,2314,8,183,16,261,13,27,9,7,7,26,0,41,3,3,15,7,21,6,0,19,53.0,25.5
2315,2315,11,196,22,296,25,19,14,10,13,19,0,37,0,5,22,1,20,4,0,27,40.0,19.64
2316,2316,10,174,12,259,18,20,13,9,13,13,0,31,1,3,18,9,34,2,0,24,36.0,20.8
2317,2317,7,186,7,263,21,25,8,6,7,32,0,43,2,0,10,2,28,5,0,25,41.0,30.57
2318,2318,10,189,12,261,12,26,12,8,11,24,0,36,0,4,21,5,23,4,0,26,35.0,21.2
2319,2319,10,172,14,243,16,14,11,11,9,28,0,29,2,2,15,12,18,3,0,20,32.0,19.0
2320,2320,8,192,12,259,15,28,8,18,12,24,0,25,1,2,28,12,20,2,0,17,53.0,26.5
2321,2321,7,145,13,211,18,19,5,9,12,20,0,32,2,2,11,1,19,0,0,14,36.0,23.43
2322,2322,7,153,16,222,10,18,8,6,4,17,0,30,8,4,16,3,16,4,3,21,55.0,24.14
2323,2323,8,149,9,199,8,23,6,14,4,23,0,35,4,2,8,3,17,5,0,14,32.0,20.75
2324,2324,7,162,12,229,17,17,10,18,4,18,0,27,2,4,12,10,23,10,0,13,48.0,26.43
2325,2325,12,183,15,264,12,27,8,7,6,28,0,38,3,5,18,5,23,4,0,22,26.0,17.17
2326,2326,9,181,20,268,24,21,8,18,5,23,0,31,0,5,11,12,21,5,0,18,60.0,22.44
2327,2327,10,197,7,269,15,30,12,1,7,23,2,39,1,1,22,5,38,2,0,37,41.0,21.36
2328,2328,6,160,11,241,28,19,10,3,6,26,0,43,1,2,3,0,22,0,0,19,44.0,30.33
2329,2329,5,155,16,232,9,17,11,9,8,14,0,30,1,4,13,13,18,5,0,21,66.0,34.6
2330,2330,6,145,5,204,8,20,8,5,5,23,0,36,0,4,12,3,14,2,0,19,39.0,26.5
2331,2331,8,157,13,216,7,17,12,6,9,19,0,28,2,5,19,2,19,4,0,27,35.0,22.0
2332,2332,7,175,2,237,12,21,9,3,12,27,0,40,1,1,15,2,17,6,0,26,40.0,27.43
2333,2333,6,181,11,232,11,17,12,11,10,17,0,24,3,6,36,3,15,4,0,27,57.0,32.67
2334,2334,6,196,11,268,18,32,15,5,15,15,0,31,4,8,22,1,20,4,0,26,54.0,36.0
2335,2335,8,187,11,241,14,24,8,14,5,19,1,33,1,5,26,3,22,8,0,26,57.0,26.12
2336,2336,4,149,6,190,5,19,10,5,11,19,0,25,1,3,19,0,18,7,0,25,59.0,41.75
2337,2337,8,181,8,245,6,30,5,7,12,21,0,38,1,5,23,0,20,4,0,29,46.0,25.12
2338,2338,5,157,12,217,5,12,11,13,11,14,0,18,0,9,29,2,25,7,0,26,61.0,36.4
2339,2339,4,162,6,217,11,18,8,7,12,24,0,24,0,5,13,7,17,5,0,28,57.0,44.75
2340,2340,5,182,29,303,19,26,12,6,10,23,0,36,2,3,8,8,24,6,0,23,45.0,41.2
2341,2341,7,157,12,235,11,23,10,5,8,23,1,38,2,3,11,4,22,2,0,16,41.0,25.57
2342,2342,6,150,13,215,5,22,7,8,5,23,0,33,1,6,12,6,13,4,0,18,43.0,27.17
2343,2343,11,194,14,272,15,26,4,15,10,23,1,38,0,6,23,7,34,3,0,23,38.0,20.73
2344,2344,7,147,25,246,15,19,13,9,6,14,0,22,0,3,16,5,14,5,0,20,34.0,23.0
2345,2345,7,181,18,273,7,27,11,5,9,25,0,33,1,5,14,13,19,5,0,26,47.0,28.57
2346,2346,9,195,17,266,13,24,13,17,11,22,0,25,3,6,10,26,20,3,0,22,33.0,23.89
2347,2347,6,150,12,225,12,20,12,8,9,17,0,26,6,4,9,9,12,3,0,15,37.0,27.0
2348,2348,7,142,10,201,13,15,14,6,9,18,0,33,4,2,9,0,14,3,0,16,41.0,22.29
2349,2349,7,149,10,205,8,18,10,9,4,22,0,27,3,2,14,4,16,3,0,25,35.0,23.57
2350,2350,9,148,15,214,13,19,5,7,9,19,0,33,3,2,11,4,15,2,0,21,39.0,18.11
2351,2351,6,160,23,251,14,21,7,4,7,23,0,32,0,0,10,16,30,2,0,24,43.0,31.67
2352,2352,13,193,8,246,10,16,9,14,11,14,0,19,1,7,29,25,40,6,0,32,27.0,15.53
2353,2353,10,204,7,280,13,19,15,14,9,16,0,33,3,10,18,18,22,11,0,25,39.0,22.6
2354,2354,10,154,13,230,14,14,7,12,6,13,0,23,0,6,13,18,16,9,0,19,27.0,17.0
2355,2355,8,152,7,207,9,14,11,8,5,21,0,24,0,3,20,5,16,8,0,24,30.0,21.0
2356,2356,15,189,20,278,6,20,10,11,7,13,0,23,2,9,31,30,35,2,0,25,29.0,14.93
2357,2357,17,192,5,253,12,23,14,14,3,20,0,34,1,6,26,13,34,4,0,22,23.0,12.56
2358,2358,18,198,10,266,6,17,9,23,6,23,2,23,0,6,41,8,39,8,0,26,30.0,12.47
2359,2359,15,171,8,221,20,19,9,10,6,17,1,20,0,5,19,17,34,5,0,23,22.0,12.81
2360,2360,16,189,8,251,17,29,13,11,2,21,0,30,1,2,29,6,25,4,0,24,24.0,13.38
2361,2361,7,141,10,190,4,15,7,8,8,18,0,26,0,4,15,8,15,4,0,24,31.0,22.29
2362,2362,10,148,15,219,11,17,3,8,6,12,0,28,0,9,21,2,18,8,0,23,29.0,16.6
2363,2363,6,158,26,251,10,23,7,9,5,27,0,39,0,5,8,3,19,3,0,19,45.0,29.5
2364,2364,7,173,21,271,11,17,7,13,7,19,0,29,1,4,19,7,19,13,0,26,35.0,27.43
2365,2365,6,161,9,220,18,32,8,10,10,17,0,44,0,0,4,3,26,1,0,14,49.0,31.17
2366,2366,7,150,16,231,16,19,8,17,8,15,0,21,7,1,16,10,28,3,0,9,44.0,25.43
2367,2367,9,166,21,255,10,33,5,5,4,28,0,46,0,0,12,1,23,3,0,19,55.0,21.0
2368,2368,8,170,20,267,18,17,8,5,11,21,0,43,1,1,20,5,47,0,0,20,65.0,27.12
2369,2369,9,188,19,285,28,24,7,7,10,23,0,41,0,1,20,7,45,2,0,18,68.0,25.89
2370,2370,7,194,31,327,24,37,11,6,8,30,0,53,2,0,4,4,36,2,0,13,52.0,32.86
2371,2371,5,153,8,209,10,7,11,10,7,9,0,22,0,8,27,10,29,7,0,25,56.0,26.0
2372,2372,8,166,20,246,9,20,11,9,9,13,0,23,0,5,16,20,29,5,0,26,40.0,24.38
2373,2373,6,182,18,263,12,17,13,11,13,12,2,32,0,5,24,11,32,7,0,23,56.0,35.67
2374,2374,10,155,6,215,13,24,4,8,4,14,1,29,1,4,23,6,41,1,0,23,42.0,17.82
2375,2375,7,186,17,271,11,24,13,13,2,23,0,39,1,4,20,7,21,7,0,22,41.0,29.57
2376,2376,14,190,7,255,11,24,4,7,6,26,0,35,0,8,17,14,45,5,0,33,38.0,14.69
2377,2377,13,165,5,221,10,20,11,6,4,16,1,30,1,5,13,14,29,2,0,32,22.0,13.86
2378,2378,13,203,20,301,7,19,12,9,4,21,0,45,4,9,22,11,47,5,0,35,30.0,16.53
2379,2379,15,192,23,287,8,17,18,13,9,18,0,30,3,4,22,10,37,5,0,35,23.0,14.31
2380,2380,10,186,18,275,10,22,9,12,7,20,1,36,0,8,19,15,42,3,0,24,36.0,17.62
2381,2381,12,185,14,258,9,25,13,18,2,26,0,39,0,5,16,4,22,7,0,21,33.0,17.25
2382,2382,6,198,9,256,13,25,17,16,10,21,0,26,1,9,23,0,24,8,0,29,58.0,37.0
2383,2383,7,158,16,238,13,14,8,13,13,14,0,27,3,2,25,3,24,4,0,19,41.0,26.0
2384,2384,8,195,12,272,6,26,8,13,9,18,0,29,0,5,21,19,26,9,0,32,45.0,27.62
2385,2385,8,200,14,281,18,29,10,4,9,29,0,43,1,4,17,4,21,3,0,29,38.0,27.62
2386,2386,8,173,12,241,14,21,7,5,12,24,0,41,2,1,17,7,20,2,0,20,57.0,24.12
2387,2387,8,152,12,214,19,20,10,6,5,26,0,32,1,0,11,0,23,3,0,19,57.0,21.88
2388,2388,8,193,11,262,7,27,8,5,12,22,0,30,4,7,21,14,19,6,0,30,34.0,26.5
2389,2389,7,148,15,212,6,18,10,3,6,11,0,19,0,7,29,7,16,5,0,27,29.0,23.43
2390,2390,8,153,14,214,20,20,13,12,8,15,0,27,1,5,14,6,22,1,0,11,41.0,21.88
2391,2391,5,153,21,241,14,26,7,7,3,26,0,41,3,2,4,4,17,1,0,15,61.0,34.0
2392,2392,8,168,12,240,2,17,5,7,11,14,0,23,1,4,22,35,31,5,0,22,38.0,24.88
2393,2393,12,194,7,250,12,12,14,18,17,16,2,26,0,4,33,9,43,5,0,26,39.0,18.23
2394,2394,13,205,4,256,9,16,13,16,8,14,3,32,1,10,25,14,47,6,0,38,39.0,15.75
2395,2395,9,199,20,297,12,18,7,12,6,20,1,44,2,4,18,26,45,4,0,25,46.0,24.3
2396,2396,12,158,21,243,13,15,12,10,10,11,0,24,2,4,16,15,21,5,0,21,34.0,14.92
2397,2397,6,168,6,226,12,18,18,10,10,14,0,17,1,8,26,1,23,7,0,26,42.0,31.83
2398,2398,6,165,20,252,12,24,10,12,11,24,0,35,0,1,7,8,30,2,0,19,50.0,32.5
2399,2399,6,166,13,244,11,21,11,15,5,25,0,23,3,6,10,13,21,7,1,15,46.0,31.17
2400,2400,6,169,12,256,15,20,11,7,12,17,0,45,0,3,17,2,23,7,0,13,60.0,32.0
2401,2401,9,194,23,300,15,24,18,13,9,24,0,34,5,1,17,10,31,6,0,18,53.0,25.0
2402,2402,6,176,22,262,18,28,14,11,10,26,0,29,2,1,14,10,31,3,0,10,49.0,34.5
2403,2403,4,164,11,224,3,26,9,7,6,24,0,28,1,5,16,3,13,11,0,25,65.0,44.25
2404,2404,9,206,16,283,10,17,23,17,6,17,3,26,0,10,26,11,44,9,0,31,65.0,22.73
2405,2405,6,175,15,246,14,21,10,10,4,18,0,29,0,10,19,6,20,6,0,28,52.0,27.86
2406,2406,7,177,16,263,9,24,8,11,6,20,0,33,1,3,21,9,22,8,0,24,54.0,28.43
2407,2407,6,156,21,248,11,17,12,13,5,18,1,25,1,1,19,12,29,4,0,17,56.0,30.83
2408,2408,6,174,5,221,11,21,10,14,16,19,0,33,2,3,20,2,19,4,0,19,56.0,32.17
2409,2409,7,179,14,262,12,18,15,19,6,16,0,26,1,7,24,8,20,6,0,21,57.0,28.43
2410,2410,7,182,14,251,7,23,8,17,9,20,1,25,1,2,27,16,36,5,0,21,75.0,27.12
2411,2411,11,179,11,247,8,22,9,9,5,22,0,33,0,6,25,4,19,5,0,31,28.0,16.5
2412,2412,7,153,11,218,8,23,2,11,3,25,0,33,2,4,8,12,20,3,0,19,57.0,24.71
2413,2413,10,164,16,235,10,18,7,16,3,16,0,31,1,5,28,6,25,3,0,20,33.0,17.18
2414,2414,8,152,14,219,11,19,7,15,3,12,0,28,4,7,13,12,16,1,0,20,28.0,21.0
2415,2415,8,186,26,292,16,24,5,10,10,17,0,45,6,7,11,7,13,2,1,25,49.0,24.88
2416,2416,7,194,14,275,15,30,7,8,5,20,0,42,1,4,24,10,24,2,0,26,57.0,31.14
2417,2417,7,172,14,246,4,22,13,13,4,16,0,29,1,2,26,6,19,10,0,26,50.0,27.29
2418,2418,9,171,8,240,10,23,7,12,7,24,0,42,2,4,9,4,25,4,0,23,42.0,21.78
2419,2419,5,151,14,218,21,21,6,6,4,27,0,35,6,1,4,4,14,2,0,14,63.0,33.0
2420,2420,12,181,26,273,6,14,13,19,9,19,0,29,1,7,19,9,21,7,0,29,27.0,16.83
2421,2421,7,186,21,284,24,20,8,12,6,22,0,35,3,1,21,12,26,6,0,16,59.0,30.29
2422,2422,10,177,13,261,13,21,15,13,6,20,0,35,1,3,12,4,18,6,0,28,30.0,19.5
2423,2423,7,160,13,215,8,14,19,16,6,11,0,20,2,7,27,2,16,8,0,20,38.0,25.14
2424,2424,5,141,12,222,18,15,17,4,8,15,0,26,3,2,6,0,19,3,0,24,51.0,32.0
2425,2425,6,168,16,232,9,17,18,6,10,16,0,24,0,4,20,9,14,9,0,26,48.0,30.33
2426,2426,9,200,24,318,18,17,14,16,9,15,0,34,1,8,25,8,19,8,0,27,41.0,24.33
2427,2427,8,147,21,219,14,22,10,16,5,15,0,22,0,4,21,2,16,4,0,12,34.0,20.38
2428,2428,6,143,18,229,19,16,6,7,4,17,0,29,0,3,10,11,19,4,0,17,33.0,27.0
2429,2429,4,201,9,251,14,13,22,16,10,16,0,24,0,9,35,0,25,10,0,32,69.0,56.5
2430,2430,7,180,5,228,15,23,9,5,18,22,0,33,1,5,15,9,15,4,0,21,43.0,27.86
2431,2431,3,166,10,224,13,28,6,4,9,12,1,53,2,1,15,2,31,2,0,18,98.0,65.67
2432,2432,6,184,12,257,18,20,12,11,11,19,0,37,2,2,19,9,20,6,0,18,62.0,34.0
2433,2433,8,193,16,284,20,26,9,5,13,27,1,50,2,2,8,2,29,3,0,25,49.0,27.75
2434,2434,5,195,24,302,10,24,8,8,14,25,0,66,1,4,11,1,42,2,0,21,70.0,47.4
2435,2435,5,157,8,234,22,21,8,0,10,21,0,43,0,1,9,0,29,1,0,21,82.0,37.2
2436,2436,8,179,13,269,14,12,7,14,8,21,0,36,1,3,25,5,25,10,0,23,53.0,25.5
2437,2437,7,146,8,198,17,18,7,5,6,16,0,29,1,5,14,2,17,4,0,22,39.0,23.29
2438,2438,8,177,23,265,10,18,13,11,7,25,0,25,1,4,14,11,31,7,0,31,43.0,26.12
2439,2439,8,169,10,239,16,28,7,5,6,30,0,48,3,3,5,4,16,0,0,14,42.0,23.12
2440,2440,8,176,17,265,19,26,9,9,6,25,0,43,1,1,10,8,24,3,0,16,44.0,25.0
2441,2441,9,190,15,275,14,25,6,18,12,16,0,32,4,6,18,18,26,0,0,21,31.0,24.0
2442,2442,5,162,15,231,16,21,8,6,10,20,0,32,2,2,14,1,27,6,0,24,81.0,37.8
2443,2443,11,170,19,244,8,22,9,12,9,10,0,19,0,9,22,20,36,3,0,27,32.0,15.85
2444,2444,4,142,10,207,8,12,8,6,12,12,0,29,1,1,13,8,22,7,0,25,76.0,41.0
2445,2445,14,202,19,283,20,15,15,19,10,14,6,31,2,3,33,11,50,2,0,21,28.0,15.69
